year,playerid,name,votes
1975,fraziwa01,Walt Frazier,91621
1975,monroea01,Earl Monroe,52637
1975,whitejo01,Jo Jo White,49346
1975,digreer01,Ernie DiGregorio,37366
1975,maravpe01,Pete Maravich,26594
1975,cheniph01,Phil Chenier,20491
1975,smithra01,Randy Smith,16029
1975,chanedo01,Don Chaney,15315
1975,murphca01,Calvin Murphy,10561
1975,carrau01,Austin Carr,9875
1975,havlijo01,John Havlicek,87715
1975,hayesel01,Elvin Hayes,52444
1975,mcmilji01,Jim McMillian,36856
1975,silaspa01,Paul Silas,34145
1975,bradlbi01,Bill Bradley,28000
1975,heardga01,Gar Heard,21624
1975,hudsolo01,Lou Hudson,16995
1975,tomjaru01,Rudy Tomjanovich,14017
1975,jacksph01,Phil Jackson,13995
1975,riordmi01,Mike Riordan,10866
1975,mcadobo01,Bob McAdoo,98325
1975,cowenda01,Dave Cowens,62156
1975,unselwe01,Wes Unseld,13983
1975,leecl01,Clyde Lee,4873
1975,pattest01,Steve Patterson,3680
1975,goodrga01,Gail Goodrich,58986
1975,architi01,Tiny Archibald,46724
1975,scottch01,Charlie Scott,40736
1975,allenlu01,Lucius Allen,34339
1975,bingda01,Dave Bing,31951
1975,priceji01,Jim Price,28120
1975,vanardi01,Dick Van Arsdale,19395
1975,vanlino01,Norm Van Lier,17373
1975,sloanje01,Jerry Sloan,13494
1975,petrige01,Geoff Petrie,13015
1975,barryri01,Rick Barry,60547
1975,haywosp01,Spencer Haywood,50302
1975,dandrbo01,Bob Dandridge,36318
1975,hawkico01,Connie Hawkins,28263
1975,lovebo01,Bob Love,27917
1975,wickssi01,Sidney Wicks,25527
1975,erickke01,Keith Erickson,23171
1975,perrycu01,Curtis Perry,22574
1975,hairsha01,Happy Hairston,18934
1975,walkech01,Chet Walker,14229
1975,abdulka01,Kareem Abdul-Jabbar,77832
1975,laniebo01,Bob Lanier,65917
1975,thurmna01,Nate Thurmond,14229
1975,raycl01,Clifford Ray,8161
1975,smithel01,Elmore Smith,5215
1976,fraziwa01,Walt Frazier,118303
1976,bingda01,Dave Bing,75836
1976,maravpe01,Pete Maravich,70395
1976,whitejo01,Jo Jo White,61208
1976,cheniph01,Phil Chenier,48457
1976,digreer01,Ernie DiGregorio,46315
1976,smithra01,Randy Smith,42916
1976,murphca01,Calvin Murphy,42786
1976,havlijo01,John Havlicek,135273
1976,hayesel01,Elvin Hayes,124035
1976,drewjo01,John Drew,73609
1976,mcmilji01,Jim McMillian,56621
1976,tomjaru01,Rudy Tomjanovich,43524
1976,haywosp01,Spencer Haywood,41062
1976,heardga01,Gar Heard,37902
1976,silaspa01,Paul Silas,34368
1976,mcadobo01,Bob McAdoo,131729
1976,cowenda01,Dave Cowens,75311
1976,mcginge01,George McGinnis,59750
1976,choneji01,Jim Chones,32753
1976,unselwe01,Wes Unseld,22238
1976,wintebr01,Brian Winters,108863
1976,architi01,Tiny Archibald,98772
1976,priceji01,Jim Price,90862
1976,porteke01,Kevin Porter,63813
1976,westppa01,Paul Westphal,63744
1976,vanardi01,Dick Van Arsdale,55609
1976,mengejo01,John Mengelt,38223
1976,goodrga01,Gail Goodrich,38206
1976,brownfr01,Fred Brown,35585
1976,petrige01,Geoff Petrie,34143
1976,barryri01,Rick Barry,135471
1976,dandrbo01,Bob Dandridge,112093
1976,meyerda01,Dave Meyers,103322
1976,perrycu01,Curtis Perry,56312
1976,rowecu01,Curtis Rowe,46994
1976,wilkeja01,Jamaal Wilkes,46882
1976,abdulka01,Kareem Abdul-Jabbar,101932
1976,smithel01,Elmore Smith,89207
1976,laniebo01,Bob Lanier,78011
1976,adamsal01,Alvan Adams,63224
1976,laceysa01,Sam Lacey,25084
1977,maravpe01,Pete Maravich,235541
1977,collido01,Doug Collins,125173
1977,architi01,Tiny Archibald,114344
1977,galemi01,Mike Gale,107955
1977,silasja01,James Silas,104600
1977,fraziwa01,Walt Frazier,103379
1977,calvima01,Mack Calvin,101590
1977,snydedi01,Dick Snyder,98996
1977,cleamji01,Jim Cleamons,85424
1977,whitejo01,Jo Jo White,76552
1977,ervinju01,Julius Erving,310517
1977,mcginge01,George McGinnis,244829
1977,havlijo01,John Havlicek,187610
1977,gervige01,George Gervin,128130
1977,kenonla01,Larry Kenon,115045
1977,dantlad01,Adrian Dantley,93278
1977,breweji01,Jim Brewer,80794
1977,grayle01,Leonard Gray,70030
1977,smithbi02,Bingo Smith,67349
1977,hayesel01,Elvin Hayes,65963
1977,mcadobo01,Bob McAdoo,277943
1977,paultbi01,Billy Paultz,116877
1977,choneji01,Jim Chones,111392
1977,cowenda01,Dave Cowens,84776
1977,unselwe01,Wes Unseld,62713
1977,westppa01,Paul Westphal,163173
1977,vanlino01,Norm Van Lier,134411
1977,wattssl01,Slick Watts,130211
1977,simpsra01,Ralph Simpson,106156
1977,brownfr01,Fred Brown,97855
1977,busedo01,Don Buse,94376
1977,porteke01,Kevin Porter,82402
1977,wintebr01,Brian Winters,75596
1977,smithph01,Phil Smith,66616
1977,hollili01,Lionel Hollins,62809
1977,thompda01,David Thompson,319047
1977,barryri01,Rick Barry,179453
1977,jonesbo01,Bobby Jones,164892
1977,knighbi01,Billy Knight,103903
1977,lucasma01,Maurice Lucas,102624
1977,sealsbr01,Bruce Seals,80192
1977,dandrbo01,Bob Dandridge,79632
1977,johnsmi01,Mickey Johnson,71948
1977,heardga01,Gar Heard,60955
1977,wilkeja01,Jamaal Wilkes,59857
1977,isselda01,Dan Issel,182585
1977,abdulka01,Kareem Abdul-Jabbar,146426
1977,waltobi01,Bill Walton,134621
1977,gilmoar01,Artis Gilmore,103931
1977,laniebo01,Bob Lanier,70700
1978,maravpe01,Pete Maravich,309987
1978,collido01,Doug Collins,216085
1978,fraziwa01,Walt Frazier,201121
1978,gervige01,George Gervin,201108
1978,knighbi01,Billy Knight,78091
1978,whitejo01,Jo Jo White,74864
1978,monroea01,Earl Monroe,74776
1978,carrau01,Austin Carr,65608
1978,lucasjo01,John Lucas,64442
1978,architi01,Tiny Archibald,59825
1978,ervinju01,Julius Erving,396503
1978,kenonla01,Larry Kenon,229322
1978,mcginge01,George McGinnis,146256
1978,malonmo01,Moses Malone,141734
1978,havlijo01,John Havlicek,100650
1978,russeca02,Campy Russell,97325
1978,robintr01,Truck Robinson,77349
1978,hayesel01,Elvin Hayes,76936
1978,tomjaru01,Rudy Tomjanovich,69723
1978,breweji01,Jim Brewer,54691
1978,cowenda01,Dave Cowens,222109
1978,mcadobo01,Bob McAdoo,214834
1978,paultbi01,Billy Paultz,198017
1978,kupchmi01,Mitch Kupchak,77365
1978,jonesca01,Caldwell Jones,62128
1978,thompda01,David Thompson,321454
1978,westppa01,Paul Westphal,264006
1978,hollili01,Lionel Hollins,179713
1978,vanlino01,Norm Van Lier,172482
1978,taylobr01,Brian Taylor,145172
1978,twardda01,Dave Twardzik,116107
1978,leero01,Ron Lee,97625
1978,wintebr01,Brian Winters,64522
1978,bucknqu01,Quinn Buckner,59361
1978,allenlu01,Lucius Allen,53537
1978,lucasma01,Maurice Lucas,307461
1978,barryri01,Rick Barry,228413
1978,jonesbo01,Bobby Jones,214430
1978,johnsmi01,Mickey Johnson,192369
1978,grossbo01,Bob Gross,167425
1978,maysc01,Scott May,161589
1978,heardga01,Gar Heard,105065
1978,wilkeja01,Jamaal Wilkes,76613
1978,dantlad01,Adrian Dantley,72990
1978,bantomi01,Mike Bantom,46337
1978,waltobi01,Bill Walton,286995
1978,gilmoar01,Artis Gilmore,180882
1978,abdulka01,Kareem Abdul-Jabbar,169477
1978,isselda01,Dan Issel,167626
1978,adamsal01,Alvan Adams,123963
1979,gervige01,George Gervin,427540
1979,maravpe01,Pete Maravich,252793
1979,murphca01,Calvin Murphy,235528
1979,collido01,Doug Collins,231492
1979,galemi01,Mike Gale,172290
1979,greveke01,Kevin Grevey,169011
1979,porteke01,Kevin Porter,94546
1979,walkefo01,Foots Walker,90262
1979,goodrga01,Gail Goodrich,78354
1979,architi01,Tiny Archibald,76967
1979,ervinju01,Julius Erving,343161
1979,tomjaru01,Rudy Tomjanovich,218808
1979,kenonla01,Larry Kenon,207437
1979,barryri01,Rick Barry,203729
1979,hayesel01,Elvin Hayes,201997
1979,russeca02,Campy Russell,132961
1979,dandrbo01,Bob Dandridge,131230
1979,jonesbo01,Bobby Jones,93998
1979,mcadobo01,Bob McAdoo,91539
1979,choneji01,Jim Chones,77414
1979,malonmo01,Moses Malone,202490
1979,paultbi01,Billy Paultz,154027
1979,laniebo01,Bob Lanier,130633
1979,unselwe01,Wes Unseld,120699
1979,cowenda01,Dave Cowens,119719
1979,thompda01,David Thompson,321681
1979,westppa01,Paul Westphal,251829
1979,birdsot01,Otis Birdsong,144173
1979,hollili01,Lionel Hollins,129131
1979,nixonno01,Norm Nixon,127407
1979,scottch01,Charlie Scott,127296
1979,johnsde01,Dennis Johnson,121551
1979,wintebr01,Brian Winters,109153
1979,davisjo01,Johnny Davis,88420
1979,brownfr01,Fred Brown,75750
1979,johnsma01,Marques Johnson,282063
1979,mcginge01,George McGinnis,264076
1979,lucasma01,Maurice Lucas,212689
1979,dantlad01,Adrian Dantley,147358
1979,daviswa03,Walter Davis,118546
1979,robinbi01,Bill Robinzine,110056
1979,grossbo01,Bob Gross,90212
1979,wedmasc01,Scott Wedman,88209
1979,sikmaja01,Jack Sikma,86699
1979,johnsmi01,Mickey Johnson,77557
1979,abdulka01,Kareem Abdul-Jabbar,298480
1979,gilmoar01,Artis Gilmore,193166
1979,isselda01,Dan Issel,145332
1979,edwarja01,James Edwards,76721
1979,waltobi01,Bill Walton,72618
1980,gervige01,George Gervin,286463
1980,johnsed02,Eddie Johnson,149678
1980,hillar01,Armond Hill,132288
1980,porteke01,Kevin Porter,127167
1980,silasja01,James Silas,116492
1980,ervinju01,Julius Erving,180160
1980,drewjo01,John Drew,133317
1980,roundda01,Dan Roundfield,126006
1980,birdla01,Larry Bird,114485
1980,kenonla01,Larry Kenon,106100
1980,malonmo01,Moses Malone,184410
1980,dawkida01,Darryl Dawkins,135372
1980,cowenda01,Dave Cowens,117331
1980,johnsma02,Magic Johnson,185754
1980,freewo01,World B. Free,155836
1980,johnsde01,Dennis Johnson,129664
1980,westppa01,Paul Westphal,127409
1980,willigu01,Gus Williams,121107
1980,johnsma01,Marques Johnson,158253
1980,dantlad01,Adrian Dantley,145724
1980,sheltlo01,Lonnie Shelton,120636
1980,daviswa03,Walter Davis,100546
1980,lucasma01,Maurice Lucas,84165
1980,abdulka01,Kareem Abdul-Jabbar,201621
1980,sikmaja01,Jack Sikma,134474
1980,isselda01,Dan Issel,72818
1981,johnsed02,Eddie Johnson,258862
1981,theusre01,Reggie Theus,237209
1981,architi01,Tiny Archibald,164234
1981,wintebr01,Brian Winters,153602
1981,cheekma01,Maurice Cheeks,153262
1981,ervinju01,Julius Erving,304600
1981,roundda01,Dan Roundfield,253710
1981,drewjo01,John Drew,221470
1981,johnsma01,Marques Johnson,216801
1981,greenda01,Dave Greenwood,199607
1981,gilmoar01,Artis Gilmore,240191
1981,rollitr01,Tree Rollins,235974
1981,laniebo01,Bob Lanier,148470
1981,westppa01,Paul Westphal,250840
1981,gervige01,George Gervin,209549
1981,griffda01,Darrell Griffith,138481
1981,thompda01,David Thompson,126257
1981,johnsde01,Dennis Johnson,123287
1981,dantlad01,Adrian Dantley,256837
1981,daviswa03,Walter Davis,172479
1981,englial01,Alex English,169466
1981,reidro01,Robert Reid,143240
1981,wedmasc01,Scott Wedman,128832
1981,abdulka01,Kareem Abdul-Jabbar,265200
1981,sikmaja01,Jack Sikma,224047
1981,malonmo01,Moses Malone,136014
1982,thomais01,Isiah Thomas,367969
1982,architi01,Tiny Archibald,253282
1982,theusre01,Reggie Theus,235586
1982,moncrsi01,Sidney Moncrief,215065
1982,longjo01,John Long,167065
1982,ervinju01,Julius Erving,432230
1982,birdla01,Larry Bird,380485
1982,drewjo01,John Drew,207493
1982,roundda01,Dan Roundfield,194187
1982,bensoke01,Kent Benson,148646
1982,gilmoar01,Artis Gilmore,270313
1982,dawkida01,Darryl Dawkins,245124
1982,laniebo01,Bob Lanier,152512
1982,rollitr01,Tree Rollins,128939
1982,hawesst01,Steve Hawes,102297
1982,gervige01,George Gervin,343977
1982,willigu01,Gus Williams,245373
1982,brownfr01,Fred Brown,222957
1982,johnsde01,Dennis Johnson,220914
1982,johnsma02,Magic Johnson,212518
1982,dantlad01,Adrian Dantley,237272
1982,sheltlo01,Lonnie Shelton,234330
1982,hayesel01,Elvin Hayes,194443
1982,aguirma01,Mark Aguirre,189063
1982,kingbe01,Bernard King,188213
1982,abdulka01,Kareem Abdul-Jabbar,283821
1982,malonmo01,Moses Malone,216802
1982,sikmaja01,Jack Sikma,215447
1982,adamsal01,Alvan Adams,134441
1982,johnsge02,George Johnson,121136
1983,thomais01,Isiah Thomas,484039
1983,cheekma01,Maurice Cheeks,407325
1983,theusre01,Reggie Theus,385788
1983,moncrsi01,Sidney Moncrief,353681
1983,toneyan01,Andrew Toney,294567
1983,ervinju01,Julius Erving,707012
1983,birdla01,Larry Bird,419327
1983,roundda01,Dan Roundfield,331637
1983,tripuke01,Kelly Tripucka,292021
1983,johnsma01,Marques Johnson,290236
1983,malonmo01,Moses Malone,687741
1983,rollitr01,Tree Rollins,298447
1983,laniebo01,Bob Lanier,179454
1983,parisro01,Robert Parish,166460
1983,laimbbi01,Bill Laimbeer,143825
1983,johnsma02,Magic Johnson,578795
1983,thompda01,David Thompson,387844
1983,gervige01,George Gervin,380778
1983,willigu01,Gus Williams,330520
1983,johnsde01,Dennis Johnson,306470
1983,lucasma01,Maurice Lucas,431288
1983,englial01,Alex English,404577
1983,dantlad01,Adrian Dantley,339231
1983,sheltlo01,Lonnie Shelton,307946
1983,wilkeja01,Jamaal Wilkes,283598
1983,abdulka01,Kareem Abdul-Jabbar,545568
1983,sikmaja01,Jack Sikma,416514
1983,isselda01,Dan Issel,257429
1983,thompmy01,Mychal Thompson,209121
1983,gilmoar01,Artis Gilmore,190342
1984,moncrsi01,Sidney Moncrief,574926
1984,thomais01,Isiah Thomas,527370
1984,cheekma01,Maurice Cheeks,435041
1984,johnsde01,Dennis Johnson,392667
1984,davisjo01,Johnny Davis,323926
1984,ervinju01,Julius Erving,779932
1984,birdla01,Larry Bird,598705
1984,tripuke01,Kelly Tripucka,390881
1984,johnsma01,Marques Johnson,283630
1984,maxwece01,Cedric Maxwell,260577
1984,malonmo01,Moses Malone,927779
1984,rollitr01,Tree Rollins,264448
1984,laimbbi01,Bill Laimbeer,200733
1984,parisro01,Robert Parish,200426
1984,mchalke01,Kevin McHale,154963
1984,johnsma02,Magic Johnson,788954
1984,gervige01,George Gervin,648607
1984,greenri01,Rickey Green,418050
1984,nixonno01,Norm Nixon,384502
1984,griffda01,Darrell Griffith,309979
1984,englial01,Alex English,510853
1984,dantlad01,Adrian Dantley,422060
1984,vandeki01,Kiki Vandeweghe,398372
1984,drewjo01,John Drew,303370
1984,lucasma01,Maurice Lucas,302258
1984,abdulka01,Kareem Abdul-Jabbar,459088
1984,sampsra01,Ralph Sampson,457271
1984,gilmoar01,Artis Gilmore,345352
1984,isselda01,Dan Issel,327147
1984,sikmaja01,Jack Sikma,228578
1985,thomais01,Isiah Thomas,660017
1985,jordami01,Michael Jordan,606193
1985,moncrsi01,Sidney Moncrief,403033
1985,johnsde01,Dennis Johnson,282948
1985,presspa01,Paul Pressey,240244
1985,ervinju01,Julius Erving,590003
1985,birdla01,Larry Bird,564521
1985,tripuke01,Kelly Tripucka,468455
1985,kingbe01,Bernard King,381660
1985,roundda01,Dan Roundfield,252627
1985,malonmo01,Moses Malone,662445
1985,parisro01,Robert Parish,269810
1985,laimbbi01,Bill Laimbeer,268820
1985,rollitr01,Tree Rollins,217950
1985,listeal01,Alton Lister,172711
1985,johnsma02,Magic Johnson,957447
1985,gervige01,George Gervin,452132
1985,nixonno01,Norm Nixon,386421
1985,griffda01,Darrell Griffith,362911
1985,paxsoji02,Jim Paxson,334150
1985,sampsra01,Ralph Sampson,620824
1985,dantlad01,Adrian Dantley,363327
1985,englial01,Alex English,351433
1985,johnsma01,Marques Johnson,316883
1985,nancela01,Larry Nance,287665
1985,abdulka01,Kareem Abdul-Jabbar,554402
1985,olajuha01,Hakeem Olajuwon,449048
1985,isselda01,Dan Issel,259727
1985,gilmoar01,Artis Gilmore,252717
1985,perkisa01,Sam Perkins,239254
1986,jordami01,Michael Jordan,719143
1986,thomais01,Isiah Thomas,666013
1986,moncrsi01,Sidney Moncrief,503105
1986,johnsde01,Dennis Johnson,360069
1986,freewo01,World B. Free,347110
1986,cheekma01,Maurice Cheeks,247997
1986,gervige01,George Gervin,223487
1986,aingeda01,Danny Ainge,222768
1986,johnsvi01,Vinnie Johnson,216276
1986,malonje01,Jeff Malone,207145
1986,birdla01,Larry Bird,702440
1986,ervinju01,Julius Erving,596875
1986,tripuke01,Kelly Tripucka,411032
1986,wilkido01,Dominique Wilkins,383855
1986,mchalke01,Kevin McHale,379696
1986,cummite01,Terry Cummings,294669
1986,tisdawa01,Wayman Tisdale,261079
1986,presspa01,Paul Pressey,256666
1986,barklch01,Charles Barkley,243841
1986,hinsoro01,Roy Hinson,232974
1986,malonmo01,Moses Malone,615089
1986,ewingpa01,Patrick Ewing,344843
1986,rulanje01,Jeff Ruland,294516
1986,laimbbi01,Bill Laimbeer,264738
1986,parisro01,Robert Parish,251576
1986,johnsma02,Magic Johnson,1060892
1986,roberal01,Alvin Robertson,378557
1986,moorejo01,Johnny Moore,348752
1986,nixonno01,Norm Nixon,303904
1986,lucasjo01,John Lucas,299875
1986,mullich01,Chris Mullin,299631
1986,leverfa01,Fat Lever,286300
1986,coopemi01,Michael Cooper,276069
1986,drexlcl01,Clyde Drexler,257628
1986,blackro01,Rolando Blackman,255204
1986,sampsra01,Ralph Sampson,516087
1986,worthja01,James Worthy,461528
1986,englial01,Alex English,410112
1986,mitchmi01,Mike Mitchell,381611
1986,johnsma01,Marques Johnson,363201
1986,nattca01,Calvin Natt,332993
1986,dantlad01,Adrian Dantley,323456
1986,aguirma01,Mark Aguirre,277342
1986,mcdanxa01,Xavier McDaniel,272679
1986,mccraro01,Rodney McCray,259020
1986,abdulka01,Kareem Abdul-Jabbar,666826
1986,olajuha01,Hakeem Olajuwon,434294
1986,gilmoar01,Artis Gilmore,306899
1986,coopewa01,Wayne Cooper,255546
1986,sikmaja01,Jack Sikma,240138
1987,jordami01,Michael Jordan,1141733
1987,ervinju01,Julius Erving,819468
1987,thomais01,Isiah Thomas,713173
1987,webbsp01,Spud Webb,346346
1987,johnsde01,Dennis Johnson,330272
1987,johnsvi01,Vinnie Johnson,311090
1987,moncrsi01,Sidney Moncrief,268519
1987,riverdo01,Doc Rivers,242040
1987,malonje01,Jeff Malone,206255
1987,cheekma01,Maurice Cheeks,174512
1987,wilkido01,Dominique Wilkins,1029131
1987,birdla01,Larry Bird,902701
1987,barklch01,Charles Barkley,479176
1987,mchalke01,Kevin McHale,455859
1987,dantlad01,Adrian Dantley,360290
1987,oaklech01,Charles Oakley,256809
1987,cummite01,Terry Cummings,223645
1987,tisdawa01,Wayman Tisdale,211221
1987,willike02,Kevin Willis,204209
1987,vinceja01,Jay Vincent,202055
1987,malonmo01,Moses Malone,565491
1987,parisro01,Robert Parish,510471
1987,laimbbi01,Bill Laimbeer,432104
1987,ewingpa01,Patrick Ewing,319491
1987,sikmaja01,Jack Sikma,251838
1987,johnsma02,Magic Johnson,949304
1987,roberal01,Alvin Robertson,457251
1987,griffda01,Darrell Griffith,380505
1987,drexlcl01,Clyde Drexler,321679
1987,harpede01,Derek Harper,314124
1987,reidro01,Robert Reid,311075
1987,blackro01,Rolando Blackman,307838
1987,theusre01,Reggie Theus,300142
1987,johnsma01,Marques Johnson,292621
1987,leverfa01,Fat Lever,283252
1987,sampsra01,Ralph Sampson,611480
1987,worthja01,James Worthy,588778
1987,tripuke01,Kelly Tripucka,392852
1987,englial01,Alex English,343348
1987,aguirma01,Mark Aguirre,339337
1987,malonka01,Karl Malone,337266
1987,nancela01,Larry Nance,314193
1987,mitchmi01,Mike Mitchell,313899
1987,vandeki01,Kiki Vandeweghe,311235
1987,johnsed03,Eddie Johnson,298695
1987,olajuha01,Hakeem Olajuwon,792148
1987,abdulka01,Kareem Abdul-Jabbar,572779
1987,eatonma01,Mark Eaton,385642
1987,gilmoar01,Artis Gilmore,255397
1987,bowiesa01,Sam Bowie,200979
1988,jordami01,Michael Jordan,1121285
1988,thomais01,Isiah Thomas,666895
1988,riverdo01,Doc Rivers,455391
1988,malonje01,Jeff Malone,356497
1988,johnsde01,Dennis Johnson,338474
1988,moncrsi01,Sidney Moncrief,323536
1988,johnsvi01,Vinnie Johnson,299084
1988,johnske02,Kevin Johnson,275556
1988,wittmra01,Randy Wittman,260221
1988,harpero01,Ron Harper,244158
1988,birdla01,Larry Bird,747005
1988,wilkido01,Dominique Wilkins,694354
1988,barklch01,Charles Barkley,687785
1988,mchalke01,Kevin McHale,350912
1988,dantlad01,Adrian Dantley,335865
1988,persoch01,Chuck Person,306645
1988,willibu01,Buck Williams,291116
1988,kingbe01,Bernard King,285588
1988,willike02,Kevin Willis,247285
1988,oaklech01,Charles Oakley,241123
1988,malonmo01,Moses Malone,601520
1988,rollitr01,Tree Rollins,413558
1988,laimbbi01,Bill Laimbeer,349247
1988,parisro01,Robert Parish,342373
1988,sikmaja01,Jack Sikma,324426
1988,johnsma02,Magic Johnson,1022122
1988,leverfa01,Fat Lever,468339
1988,roberal01,Alvin Robertson,440925
1988,drexlcl01,Clyde Drexler,430880
1988,griffda01,Darrell Griffith,395585
1988,portete01,Terry Porter,391567
1988,harpede01,Derek Harper,322711
1988,blackro01,Rolando Blackman,314765
1988,floydsl01,Sleepy Floyd,248327
1988,stockjo01,John Stockton,241117
1988,englial01,Alex English,521080
1988,malonka01,Karl Malone,499963
1988,mcdanxa01,Xavier McDaniel,474087
1988,worthja01,James Worthy,409712
1988,nattca01,Calvin Natt,396511
1988,nancela01,Larry Nance,350433
1988,aguirma01,Mark Aguirre,347357
1988,vandeki01,Kiki Vandeweghe,330716
1988,coopemi01,Michael Cooper,323134
1988,sampsra01,Ralph Sampson,309325
1988,olajuha01,Hakeem Olajuwon,831339
1988,abdulka01,Kareem Abdul-Jabbar,507612
1988,johnsst03,Steve Johnson,391672
1988,donalja01,James Donaldson,310100
1988,eatonma01,Mark Eaton,267646
1989,jordami01,Michael Jordan,1003062
1989,thomais01,Isiah Thomas,402360
1989,pricema01,Mark Price,388715
1989,harpero01,Ron Harper,354807
1989,jacksma01,Mark Jackson,331150
1989,malonje01,Jeff Malone,289097
1989,johnsde01,Dennis Johnson,235519
1989,hawkihe01,Hersey Hawkins,225410
1989,presspa01,Paul Pressey,186069
1989,piercri01,Ricky Pierce,185188
1989,wilkido01,Dominique Wilkins,715991
1989,barklch01,Charles Barkley,486526
1989,nancela01,Larry Nance,380819
1989,mchalke01,Kevin McHale,320698
1989,kingbe01,Bernard King,295694
1989,oaklech01,Charles Oakley,271540
1989,birdla01,Larry Bird,256569
1989,tisdawa01,Wayman Tisdale,212590
1989,hinsoro01,Roy Hinson,207147
1989,williho01,Hot Rod Williams,199518
1989,malonmo01,Moses Malone,443027
1989,ewingpa01,Patrick Ewing,382833
1989,daughbr01,Brad Daugherty,301438
1989,parisro01,Robert Parish,271025
1989,laimbbi01,Bill Laimbeer,240001
1989,johnsma02,Magic Johnson,856751
1989,ellisda01,Dale Ellis,379616
1989,stockjo01,John Stockton,353126
1989,drexlcl01,Clyde Drexler,315395
1989,leverfa01,Fat Lever,296386
1989,floydsl01,Sleepy Floyd,274968
1989,mullich01,Chris Mullin,273891
1989,portete01,Terry Porter,266216
1989,johnsed03,Eddie Johnson,229889
1989,adamsmi01,Michael Adams,211265
1989,malonka01,Karl Malone,760168
1989,englial01,Alex English,525186
1989,worthja01,James Worthy,342074
1989,mcdanxa01,Xavier McDaniel,322507
1989,kerseje01,Jerome Kersey,277330
1989,johnsst03,Steve Johnson,248492
1989,mannida01,Danny Manning,236149
1989,aguirma01,Mark Aguirre,234532
1989,baileth01,Thurl Bailey,226676
1989,schayda01,Danny Schayes,220721
1989,olajuha01,Hakeem Olajuwon,670472
1989,eatonma01,Mark Eaton,336592
1989,duckwke01,Kevin Duckworth,333385
1989,abdulka01,Kareem Abdul-Jabbar,310119
1989,mccorti01,Tim McCormick,256066
1990,jordami01,Michael Jordan,321114
1990,thomais01,Isiah Thomas,181960
1990,malonje01,Jeff Malone,134166
1990,dumarjo01,Joe Dumars,128964
1990,hawkihe01,Hersey Hawkins,103688
1990,pricema01,Mark Price,82991
1990,riverdo01,Doc Rivers,74787
1990,battljo01,John Battle,59217
1990,millere01,Reggie Miller,57616
1990,lewisre01,Reggie Lewis,49793
1990,birdla01,Larry Bird,248837
1990,barklch01,Charles Barkley,182639
1990,wilkido01,Dominique Wilkins,132994
1990,aguirma01,Mark Aguirre,110852
1990,pippesc01,Scottie Pippen,106717
1990,mchalke01,Kevin McHale,94718
1990,kingbe01,Bernard King,88550
1990,rodmade01,Dennis Rodman,87078
1990,grantho01,Horace Grant,81393
1990,mahorri01,Rick Mahorn,79483
1990,ewingpa01,Patrick Ewing,245746
1990,malonmo01,Moses Malone,134849
1990,laimbbi01,Bill Laimbeer,126604
1990,parisro01,Robert Parish,56028
1990,smitsri01,Rik Smits,51693
1990,johnsma02,Magic Johnson,214348
1990,stockjo01,John Stockton,149548
1990,harpede01,Derek Harper,146986
1990,drexlcl01,Clyde Drexler,145782
1990,cheekma01,Maurice Cheeks,144201
1990,johnske02,Kevin Johnson,78812
1990,ellisda01,Dale Ellis,66198
1990,richapo01,Pooh Richardson,64276
1990,floydsl01,Sleepy Floyd,62886
1990,richmmi01,Mitch Richmond,60704
1990,worthja01,James Worthy,163053
1990,greenac01,A.C. Green,160788
1990,malonka01,Karl Malone,159562
1990,mcdanxa01,Xavier McDaniel,158759
1990,tripuke01,Kelly Tripucka,77832
1990,mullich01,Chris Mullin,72817
1990,mckeyde01,Derrick McKey,67430
1990,baileth01,Thurl Bailey,64102
1990,chambto01,Tom Chambers,64028
1990,mannida01,Danny Manning,58593
1990,olajuha01,Hakeem Olajuwon,202244
1990,robinda01,David Robinson,119301
1990,eatonma01,Mark Eaton,99591
1990,johnsst03,Steve Johnson,65111
1990,reidjr01,J.R. Reid,62897
1991,jordami01,Michael Jordan,1217429
1991,thomais01,Isiah Thomas,493414
1991,dumarjo01,Joe Dumars,391638
1991,lewisre01,Reggie Lewis,227570
1991,boguemu01,Muggsy Bogues,219615
1991,eacklle01,Ledell Eackles,197530
1991,roberal01,Alvin Robertson,162421
1991,pricema01,Mark Price,159697
1991,riverdo01,Doc Rivers,140909
1991,cheekma01,Maurice Cheeks,138686
1991,barklch01,Charles Barkley,808454
1991,birdla01,Larry Bird,717049
1991,kingbe01,Bernard King,319390
1991,rodmade01,Dennis Rodman,307103
1991,pippesc01,Scottie Pippen,286072
1991,wilkido01,Dominique Wilkins,257770
1991,grantho01,Horace Grant,216171
1991,edwarja01,James Edwards,184374
1991,mchalke01,Kevin McHale,168688
1991,oaklech01,Charles Oakley,156124
1991,ewingpa01,Patrick Ewing,764573
1991,parisro01,Robert Parish,388962
1991,malonmo01,Moses Malone,262174
1991,laimbbi01,Bill Laimbeer,177915
1991,reidjr01,J.R. Reid,153979
1991,johnsma02,Magic Johnson,665354
1991,johnske02,Kevin Johnson,381463
1991,drexlcl01,Clyde Drexler,349995
1991,stockjo01,John Stockton,344118
1991,abdulma02,Mahmoud Abdul-Rauf,250665
1991,malonje01,Jeff Malone,227344
1991,richmmi01,Mitch Richmond,196685
1991,portete01,Terry Porter,196653
1991,hardati01,Tim Hardaway,180335
